# file...... output/sub_power.csv
# date...... Thu Mar 16 16:52:50 2023
# user...... nathangray
# host...... (null)
# group..... class=meter and groupid=0
# trigger... (none)
# interval.. 1
# limit..... 0
# property.. timestamp,sum(measured_power.real)
2001-08-01 12:00:00 PDT,+3063930.17347
2001-08-01 12:00:01 PDT,+3063930.17349
2001-08-01 12:00:02 PDT,+3063930.17337
2001-08-01 12:00:03 PDT,+3063930.17337
2001-08-01 12:00:04 PDT,+3063930.17343
2001-08-01 12:00:05 PDT,+3063930.17342
2001-08-01 12:00:06 PDT,+3063930.17347
2001-08-01 12:00:07 PDT,+3063930.17341
2001-08-01 12:00:08 PDT,+3063930.17339
2001-08-01 12:00:09 PDT,+3063930.17337
2001-08-01 12:00:10 PDT,+3063930.17341
2001-08-01 12:00:11 PDT,+3063930.17351
2001-08-01 12:00:12 PDT,+3063930.17346
2001-08-01 12:00:13 PDT,+3063930.17339
2001-08-01 12:00:14 PDT,+3063930.17346
2001-08-01 12:00:15 PDT,+3063930.17337
2001-08-01 12:00:16 PDT,+3063930.17349
2001-08-01 12:00:17 PDT,+3063930.17348
2001-08-01 12:00:18 PDT,+3063930.17339
2001-08-01 12:00:19 PDT,+3063930.17345
2001-08-01 12:00:20 PDT,+3063930.17352
2001-08-01 12:00:21 PDT,+3063930.17344
2001-08-01 12:00:22 PDT,+3063930.1735
2001-08-01 12:00:23 PDT,+3063930.17348
2001-08-01 12:00:24 PDT,+3063930.17345
2001-08-01 12:00:25 PDT,+3063930.17344
2001-08-01 12:00:26 PDT,+3063930.17351
2001-08-01 12:00:27 PDT,+3063930.17352
2001-08-01 12:00:28 PDT,+3063930.17336
2001-08-01 12:00:29 PDT,+3063930.17336
2001-08-01 12:00:30 PDT,+3063930.17344
2001-08-01 12:00:31 PDT,+3063930.17349
2001-08-01 12:00:32 PDT,+3063930.17348
2001-08-01 12:00:33 PDT,+3063930.17343
2001-08-01 12:00:34 PDT,+3063930.1734
2001-08-01 12:00:35 PDT,+3063930.17348
2001-08-01 12:00:36 PDT,+3063930.17341
2001-08-01 12:00:37 PDT,+3063930.17348
2001-08-01 12:00:38 PDT,+3063930.17341
2001-08-01 12:00:39 PDT,+3063930.1734
2001-08-01 12:00:40 PDT,+3063930.17344
2001-08-01 12:00:41 PDT,+3063930.17342
2001-08-01 12:00:42 PDT,+3063930.17345
2001-08-01 12:00:43 PDT,+3063930.17335
2001-08-01 12:00:44 PDT,+3063930.17343
2001-08-01 12:00:45 PDT,+3065985.30327
2001-08-01 12:00:46 PDT,+3065985.3033
2001-08-01 12:00:47 PDT,+3065985.30318
2001-08-01 12:00:48 PDT,+3065985.30335
2001-08-01 12:00:49 PDT,+3065985.30336
2001-08-01 12:00:50 PDT,+3065985.30325
2001-08-01 12:00:51 PDT,+3065985.30333
2001-08-01 12:00:52 PDT,+3065985.3032
2001-08-01 12:00:53 PDT,+3065985.3033
2001-08-01 12:00:54 PDT,+3065985.30332
2001-08-01 12:00:55 PDT,+3065985.30338
2001-08-01 12:00:56 PDT,+3065985.30323
2001-08-01 12:00:57 PDT,+3065985.30335
2001-08-01 12:00:58 PDT,+3065985.30331
2001-08-01 12:00:59 PDT,+3065985.30335
2001-08-01 12:01:00 PDT,+3060726.4319
2001-08-01 12:01:01 PDT,+3060726.4318
2001-08-01 12:01:02 PDT,+3060726.43176
2001-08-01 12:01:03 PDT,+3060726.4318
2001-08-01 12:01:04 PDT,+3060726.43173
2001-08-01 12:01:05 PDT,+3060726.43175
2001-08-01 12:01:06 PDT,+3060726.4317
2001-08-01 12:01:07 PDT,+3060726.43186
2001-08-01 12:01:08 PDT,+3060726.43182
2001-08-01 12:01:09 PDT,+3060726.43179
2001-08-01 12:01:10 PDT,+3060726.43178
2001-08-01 12:01:11 PDT,+3060726.43175
2001-08-01 12:01:12 PDT,+3060726.43179
2001-08-01 12:01:13 PDT,+3060726.43174
2001-08-01 12:01:14 PDT,+3060726.43181
2001-08-01 12:01:15 PDT,+3060726.43176
2001-08-01 12:01:16 PDT,+3060726.43181
2001-08-01 12:01:17 PDT,+3060726.4318
2001-08-01 12:01:18 PDT,+3060726.43176
2001-08-01 12:01:19 PDT,+3060726.43188
2001-08-01 12:01:20 PDT,+3060726.43174
2001-08-01 12:01:21 PDT,+3060726.43182
2001-08-01 12:01:22 PDT,+3060726.43171
2001-08-01 12:01:23 PDT,+3060726.4318
2001-08-01 12:01:24 PDT,+3060726.43188
2001-08-01 12:01:25 PDT,+3060726.43181
2001-08-01 12:01:26 PDT,+3060726.43169
2001-08-01 12:01:27 PDT,+3060726.43178
2001-08-01 12:01:28 PDT,+3060726.43185
2001-08-01 12:01:29 PDT,+3060726.43185
