# file...... output/power_losses.csv
# date...... Thu Mar 16 16:52:50 2023
# user...... nathangray
# host...... (null)
# group..... class=overhead_line
# trigger... (none)
# interval.. 1
# limit..... 0
# property.. timestamp,sum(power_losses.real)
2001-08-01 12:00:00 PDT,+26589.2364725
2001-08-01 12:00:01 PDT,+26589.2364753
2001-08-01 12:00:02 PDT,+26589.2364706
2001-08-01 12:00:03 PDT,+26589.2364693
2001-08-01 12:00:04 PDT,+26589.236471
2001-08-01 12:00:05 PDT,+26589.2364719
2001-08-01 12:00:06 PDT,+26589.2364723
2001-08-01 12:00:07 PDT,+26589.2364725
2001-08-01 12:00:08 PDT,+26589.2364725
2001-08-01 12:00:09 PDT,+26589.2364719
2001-08-01 12:00:10 PDT,+26589.2364726
2001-08-01 12:00:11 PDT,+26589.2364742
2001-08-01 12:00:12 PDT,+26589.2364723
2001-08-01 12:00:13 PDT,+26589.2364718
2001-08-01 12:00:14 PDT,+26589.2364735
2001-08-01 12:00:15 PDT,+26589.2364707
2001-08-01 12:00:16 PDT,+26589.2364711
2001-08-01 12:00:17 PDT,+26589.2364726
2001-08-01 12:00:18 PDT,+26589.2364698
2001-08-01 12:00:19 PDT,+26589.2364702
2001-08-01 12:00:20 PDT,+26589.2364746
2001-08-01 12:00:21 PDT,+26589.2364715
2001-08-01 12:00:22 PDT,+26589.2364731
2001-08-01 12:00:23 PDT,+26589.236473
2001-08-01 12:00:24 PDT,+26589.2364729
2001-08-01 12:00:25 PDT,+26589.2364717
2001-08-01 12:00:26 PDT,+26589.2364727
2001-08-01 12:00:27 PDT,+26589.2364746
2001-08-01 12:00:28 PDT,+26589.2364694
2001-08-01 12:00:29 PDT,+26589.2364715
2001-08-01 12:00:30 PDT,+26589.2364727
2001-08-01 12:00:31 PDT,+26589.2364712
2001-08-01 12:00:32 PDT,+26589.2364739
2001-08-01 12:00:33 PDT,+26589.2364736
2001-08-01 12:00:34 PDT,+26589.2364709
2001-08-01 12:00:35 PDT,+26589.2364736
2001-08-01 12:00:36 PDT,+26589.2364712
2001-08-01 12:00:37 PDT,+26589.2364727
2001-08-01 12:00:38 PDT,+26589.2364732
2001-08-01 12:00:39 PDT,+26589.2364724
2001-08-01 12:00:40 PDT,+26589.2364722
2001-08-01 12:00:41 PDT,+26589.2364706
2001-08-01 12:00:42 PDT,+26589.2364718
2001-08-01 12:00:43 PDT,+26589.2364705
2001-08-01 12:00:44 PDT,+26589.23647
2001-08-01 12:00:45 PDT,+28061.4240637
2001-08-01 12:00:46 PDT,+28061.4240651
2001-08-01 12:00:47 PDT,+28061.4240606
2001-08-01 12:00:48 PDT,+28061.4240658
2001-08-01 12:00:49 PDT,+28061.4240659
2001-08-01 12:00:50 PDT,+28061.4240647
2001-08-01 12:00:51 PDT,+28061.4240663
2001-08-01 12:00:52 PDT,+28061.4240636
2001-08-01 12:00:53 PDT,+28061.4240651
2001-08-01 12:00:54 PDT,+28061.4240638
2001-08-01 12:00:55 PDT,+28061.424065
2001-08-01 12:00:56 PDT,+28061.4240618
2001-08-01 12:00:57 PDT,+28061.4240655
2001-08-01 12:00:58 PDT,+28061.4240639
2001-08-01 12:00:59 PDT,+28061.4240637
2001-08-01 12:01:00 PDT,+27162.4063914
2001-08-01 12:01:01 PDT,+27162.406391
2001-08-01 12:01:02 PDT,+27162.4063904
2001-08-01 12:01:03 PDT,+27162.4063898
2001-08-01 12:01:04 PDT,+27162.4063893
2001-08-01 12:01:05 PDT,+27162.4063899
2001-08-01 12:01:06 PDT,+27162.4063893
2001-08-01 12:01:07 PDT,+27162.4063906
2001-08-01 12:01:08 PDT,+27162.4063902
2001-08-01 12:01:09 PDT,+27162.4063899
2001-08-01 12:01:10 PDT,+27162.4063908
2001-08-01 12:01:11 PDT,+27162.4063903
2001-08-01 12:01:12 PDT,+27162.4063906
2001-08-01 12:01:13 PDT,+27162.4063903
2001-08-01 12:01:14 PDT,+27162.4063908
2001-08-01 12:01:15 PDT,+27162.4063911
2001-08-01 12:01:16 PDT,+27162.4063919
2001-08-01 12:01:17 PDT,+27162.4063904
2001-08-01 12:01:18 PDT,+27162.4063903
2001-08-01 12:01:19 PDT,+27162.4063906
2001-08-01 12:01:20 PDT,+27162.406391
2001-08-01 12:01:21 PDT,+27162.4063906
2001-08-01 12:01:22 PDT,+27162.4063892
2001-08-01 12:01:23 PDT,+27162.4063914
2001-08-01 12:01:24 PDT,+27162.4063916
2001-08-01 12:01:25 PDT,+27162.4063897
2001-08-01 12:01:26 PDT,+27162.4063892
2001-08-01 12:01:27 PDT,+27162.4063912
2001-08-01 12:01:28 PDT,+27162.4063905
2001-08-01 12:01:29 PDT,+27162.4063906
