# output/output_voltage.csv run at 2001-08-01 12:00:00 PDT on 123 powerflow objects (not all are nodes)
node_name,voltA_mag,voltA_angle,voltB_mag,voltB_angle,voltC_mag,voltC_angle
source_equivalence,2497.848205,0.000000,2497.848205,4.188790,2497.848205,2.094395
node_0,2273.621840,-0.130134,2489.522465,4.102402,2486.526630,1.971747
load_3_p,0.000000,0.000000,2490.193648,4.077959,2476.051872,1.956897
load_3_q,0.000000,0.000000,2490.193648,4.077959,2476.051872,1.956897
load_4_p,0.000000,0.000000,2488.257125,4.077331,2473.692250,1.957272
load_4_q,0.000000,0.000000,2488.257125,4.077331,2473.692250,1.957272
load_5_p,2175.700999,-0.155194,2512.007499,4.074383,2480.022028,1.954452
load_5_q,2175.700999,-0.155194,2512.007499,4.074383,2480.022028,1.954452
load_6_p,2128.098327,-0.174378,2540.339899,4.064791,2474.767382,1.947112
load_6_q,2128.098327,-0.174378,2540.339899,4.064791,2474.767382,1.947112
load_9_p,0.000000,0.000000,0.000000,0.000000,2470.174961,1.945156
load_9_q,0.000000,0.000000,0.000000,0.000000,2470.174961,1.945156
load_10_p,2119.609378,-0.173410,0.000000,0.000000,0.000000,0.000000
load_10_q,2119.609378,-0.173410,0.000000,0.000000,0.000000,0.000000
load_11_p,2128.097264,-0.174368,2540.331339,4.064788,2474.754910,1.947113
load_11_q,2128.097264,-0.174368,2540.331339,4.064788,2474.754910,1.947113
load_12_p,2120.596071,-0.177051,2543.725371,4.063399,2473.387883,1.947367
load_12_q,2120.596071,-0.177051,2543.725371,4.063399,2473.387883,1.947367
load_14_p,2171.271783,-0.159261,2473.883447,4.077257,2451.666141,1.951692
load_14_q,2171.271783,-0.159261,2473.883447,4.077257,2451.666141,1.951692
load_19_p,2203.366512,-0.152625,2494.708094,4.081117,2472.558890,1.955152
load_19_q,2203.366512,-0.152625,2494.708094,4.081117,2472.558890,1.955152
load_22_p,2119.709280,-0.177578,2543.455794,4.063006,2472.663826,1.947026
load_22_q,2119.709280,-0.177578,2543.455794,4.063006,2472.663826,1.947026
load_25_p,2137.775907,-0.175455,2540.800273,4.066079,2476.899113,1.945602
load_25_q,2137.775907,-0.175455,2540.800273,4.066079,2476.899113,1.945602
load_29_p,2175.713308,-0.155189,2512.001926,4.074381,2480.016393,1.954450
load_29_q,2175.713308,-0.155189,2512.001926,4.074381,2480.016393,1.954450
load_30_p,2128.113557,-0.174360,2540.321092,4.064784,2474.744387,1.947108
load_30_q,2128.113557,-0.174360,2540.321092,4.064784,2474.744387,1.947108
node_1,2273.621840,-0.130134,2489.522465,4.102402,2486.526630,1.971747
node_2,2198.490034,-0.150026,2500.923719,4.079476,2478.218570,1.956669
node_3,0.000000,0.000000,2490.193648,4.077959,2476.051872,1.956897
node_4,0.000000,0.000000,2488.257125,4.077331,2473.692250,1.957272
node_5,2175.700999,-0.155194,2512.007499,4.074383,2480.022028,1.954452
node_6,2128.098327,-0.174378,2540.339899,4.064791,2474.767382,1.947112
node_7,2137.848004,-0.174836,2541.025169,4.066369,2477.458075,1.946073
node_8,2125.226057,-0.174644,0.000000,0.000000,2472.466051,1.946345
node_9,0.000000,0.000000,0.000000,0.000000,2470.174961,1.945156
node_10,2119.609378,-0.173410,0.000000,0.000000,0.000000,0.000000
node_11,2128.097264,-0.174368,2540.331339,4.064788,2474.754910,1.947113
node_12,2120.596071,-0.177051,2543.725371,4.063399,2473.387883,1.947367
node_13,2202.891111,-0.152061,2495.728328,4.081209,2473.709338,1.955715
node_14,2171.271783,-0.159261,2473.883447,4.077257,2451.666141,1.951692
node_15,2202.885894,-0.152065,2495.732189,4.081210,2473.710358,1.955715
node_16,2120.596554,-0.177052,2543.726027,4.063398,2473.388358,1.947367
node_17,2137.843486,-0.174839,2541.024296,4.066368,2477.455881,1.946071
node_18,2204.367798,-0.152102,2495.054481,4.081578,2473.372957,1.955532
node_19,2203.366512,-0.152625,2494.708094,4.081117,2472.558890,1.955152
node_20,2212.779031,-0.151771,2492.020068,4.083884,2472.500755,1.955000
inv_20_meter,2212.779031,-0.151771,2492.020068,4.083884,2472.500755,1.955000
node_21,2120.760956,-0.176996,2543.740987,4.063451,2473.492979,1.947391
node_22,2119.709280,-0.177578,2543.455794,4.063006,2472.663826,1.947026
node_23,2122.635799,-0.176138,2544.101889,4.064159,2474.845700,1.947877
inv_23_meter,2122.635799,-0.176138,2544.101889,4.064159,2474.845700,1.947877
node_24,2138.818478,-0.174885,2541.093170,4.066526,2477.725098,1.945968
node_25,2137.775907,-0.175455,2540.800273,4.066079,2476.899113,1.945602
node_26,2144.736496,-0.174544,2541.732788,4.067760,2479.897427,1.945815
inv_26_meter,2144.736496,-0.174544,2541.732788,4.067760,2479.897427,1.945815
node_27,2175.707154,-0.155191,2512.004712,4.074382,2480.019210,1.954451
node_28,2128.105410,-0.174364,2540.326216,4.064786,2474.749648,1.947110
node_29,2175.713308,-0.155189,2512.001926,4.074381,2480.016393,1.954450
inv_29_meter,2175.713308,-0.155189,2512.001926,4.074381,2480.016393,1.954450
node_30,2128.113557,-0.174360,2540.321092,4.064784,2474.744387,1.947108
inv_30_meter,2128.113557,-0.174360,2540.321092,4.064784,2474.744387,1.947108
