# output/output_voltage.csv run at 2001-08-01 12:00:00 PDT on 123 powerflow objects (not all are nodes)
node_name,voltA_mag,voltA_angle,voltB_mag,voltB_angle,voltC_mag,voltC_angle
source_equivalence,2497.848205,0.000000,2497.848205,4.188790,2497.848205,2.094395
node_0,2154.282671,-0.207769,2556.188372,4.062108,2486.615773,1.907632
load_3_p,0.000000,0.000000,2573.900445,4.037270,2475.992215,1.895011
load_3_q,0.000000,0.000000,2573.900445,4.037270,2475.992215,1.895011
load_4_p,0.000000,0.000000,2572.056386,4.036690,2473.601516,1.895392
load_4_q,0.000000,0.000000,2572.056386,4.036690,2473.601516,1.895392
load_5_p,2056.880154,-0.241213,2596.190471,4.034651,2477.650635,1.892296
load_5_q,2056.880154,-0.241213,2596.190471,4.034651,2477.650635,1.892296
load_6_p,2027.855958,-0.266917,2621.948154,4.030151,2456.467300,1.883905
load_6_q,2027.855958,-0.266917,2621.948154,4.030151,2456.467300,1.883905
load_9_p,0.000000,0.000000,0.000000,0.000000,2451.872147,1.881939
load_9_q,0.000000,0.000000,0.000000,0.000000,2451.872147,1.881939
load_10_p,2018.895180,-0.265842,0.000000,0.000000,0.000000,0.000000
load_10_q,2018.895180,-0.265842,0.000000,0.000000,0.000000,0.000000
load_11_p,2027.848907,-0.266909,2621.942284,4.030149,2456.457385,1.883907
load_11_q,2027.848907,-0.266909,2621.942284,4.030149,2456.457385,1.883907
load_12_p,2022.047419,-0.271730,2626.533402,4.029123,2453.755606,1.884650
load_12_q,2022.047419,-0.271730,2626.533402,4.029123,2453.755606,1.884650
load_14_p,2040.551303,-0.243258,2561.365433,4.035053,2454.536055,1.890415
load_14_q,2040.551303,-0.243258,2561.365433,4.035053,2454.536055,1.890415
load_19_p,2073.630545,-0.235713,2582.144722,4.038412,2475.861081,1.894039
load_19_q,2073.630545,-0.235713,2582.144722,4.038412,2475.861081,1.894039
load_22_p,2022.042698,-0.272506,2626.248502,4.028942,2452.571012,1.884233
load_22_q,2022.042698,-0.272506,2626.248502,4.028942,2452.571012,1.884233
load_25_p,2039.022174,-0.268835,2623.954536,4.031784,2456.328923,1.882592
load_25_q,2039.022174,-0.268835,2623.954536,4.031784,2456.328923,1.882592
load_29_p,2056.893841,-0.241207,2596.179472,4.034647,2477.639126,1.892292
load_29_q,2056.893841,-0.241207,2596.179472,4.034647,2477.639126,1.892292
load_30_p,2027.863773,-0.266901,2621.936202,4.030147,2456.450895,1.883905
load_30_q,2027.863773,-0.266901,2621.936202,4.030147,2456.450895,1.883905
node_1,2154.282671,-0.207769,2556.188372,4.062108,2486.615773,1.907632
node_2,2075.427028,-0.234114,2584.232130,4.038680,2478.248472,1.894746
node_3,0.000000,0.000000,2573.900445,4.037270,2475.992215,1.895011
node_4,0.000000,0.000000,2572.056386,4.036690,2473.601516,1.895392
node_5,2056.880154,-0.241213,2596.190471,4.034651,2477.650635,1.892296
node_6,2027.855958,-0.266917,2621.948154,4.030151,2456.467300,1.883905
node_7,2039.045622,-0.268057,2623.942960,4.032034,2457.112392,1.883022
node_8,2024.792225,-0.267202,0.000000,0.000000,2454.180366,1.883146
node_9,0.000000,0.000000,0.000000,0.000000,2451.872147,1.881939
node_10,2018.895180,-0.265842,0.000000,0.000000,0.000000,0.000000
node_11,2027.848907,-0.266909,2621.942284,4.030149,2456.457385,1.883907
node_12,2022.047419,-0.271730,2626.533402,4.029123,2453.755606,1.884650
node_13,2074.204111,-0.235121,2582.462961,4.038742,2476.553433,1.894430
node_14,2040.551303,-0.243258,2561.365433,4.035053,2454.536055,1.890415
node_15,2074.202681,-0.235123,2582.463723,4.038742,2476.553027,1.894429
node_16,2022.043101,-0.271733,2626.534535,4.029123,2453.756685,1.884649
node_17,2039.040371,-0.268060,2623.941673,4.032032,2457.110897,1.883021
node_18,2074.737174,-0.235084,2582.367966,4.038855,2476.701331,1.894384
node_19,2073.630545,-0.235713,2582.144722,4.038412,2475.861081,1.894039
node_20,2078.517379,-0.234265,2582.114078,4.039867,2478.283277,1.894503
inv_20_meter,2078.517379,-0.234265,2582.114078,4.039867,2478.283277,1.894503
node_21,2023.191254,-0.271833,2626.428229,4.029379,2453.418081,1.884573
node_22,2022.042698,-0.272506,2626.248502,4.028942,2452.571012,1.884233
node_23,2030.081114,-0.271656,2626.080982,4.031097,2452.572309,1.884528
inv_23_meter,2030.081114,-0.271656,2626.080982,4.031097,2452.572309,1.884528
node_24,2040.159483,-0.268174,2624.141664,4.032220,2457.175511,1.882933
node_25,2039.022174,-0.268835,2623.954536,4.031784,2456.328923,1.882592
node_26,2046.892871,-0.268079,2625.331718,4.033597,2458.345376,1.882832
inv_26_meter,2046.892871,-0.268079,2625.331718,4.033597,2458.345376,1.882832
node_27,2056.886998,-0.241210,2596.184971,4.034649,2477.644880,1.892294
node_28,2027.856340,-0.266905,2621.939243,4.030148,2456.454140,1.883906
node_29,2056.893841,-0.241207,2596.179472,4.034647,2477.639126,1.892292
inv_29_meter,2056.893841,-0.241207,2596.179472,4.034647,2477.639126,1.892292
node_30,2027.863773,-0.266901,2621.936202,4.030147,2456.450895,1.883905
inv_30_meter,2027.863773,-0.266901,2621.936202,4.030147,2456.450895,1.883905
