# output/output_voltage.csv run at 2001-08-01 12:00:00 PDT on 123 powerflow objects (not all are nodes)
node_name,voltA_mag,voltA_angle,voltB_mag,voltB_angle,voltC_mag,voltC_angle
source_equivalence,2497.848205,0.000000,2497.848205,4.188790,2497.848205,2.094395
node_0,2187.871224,-0.154634,2482.722054,4.090743,2553.985635,1.960027
load_3_p,0.000000,0.000000,2480.368205,4.061383,2567.004233,1.946339
load_3_q,0.000000,0.000000,2480.368205,4.061383,2567.004233,1.946339
load_4_p,0.000000,0.000000,2478.404252,4.060739,2564.763539,1.946687
load_4_q,0.000000,0.000000,2478.404252,4.060739,2564.763539,1.946687
load_5_p,2075.793898,-0.176422,2496.769969,4.058502,2573.847942,1.942967
load_5_q,2075.793898,-0.176422,2496.769969,4.058502,2573.847942,1.942967
load_6_p,2038.867562,-0.194568,2508.364874,4.051023,2577.678062,1.932637
load_6_q,2038.867562,-0.194568,2508.364874,4.051023,2577.678062,1.932637
load_9_p,0.000000,0.000000,0.000000,0.000000,2573.275722,1.930869
load_9_q,0.000000,0.000000,0.000000,0.000000,2573.275722,1.930869
load_10_p,2029.921054,-0.193521,0.000000,0.000000,0.000000,0.000000
load_10_q,2029.921054,-0.193521,0.000000,0.000000,0.000000,0.000000
load_11_p,2038.862887,-0.194559,2508.360692,4.051022,2577.662281,1.932636
load_11_q,2038.862887,-0.194559,2508.360692,4.051022,2577.662281,1.932636
load_12_p,2034.796283,-0.198870,2509.999329,4.051372,2576.031819,1.931800
load_12_q,2034.796283,-0.198870,2509.999329,4.051372,2576.031819,1.931800
load_14_p,2057.864979,-0.180176,2469.378714,4.058272,2546.257033,1.942758
load_14_q,2057.864979,-0.180176,2469.378714,4.058272,2546.257033,1.942758
load_19_p,2090.131900,-0.172736,2491.255330,4.061760,2566.868580,1.946227
load_19_q,2090.131900,-0.172736,2491.255330,4.061760,2566.868580,1.946227
load_22_p,2034.805436,-0.199262,2508.554089,4.051152,2575.849623,1.931203
load_22_q,2034.805436,-0.199262,2508.554089,4.051152,2575.849623,1.931203
load_25_p,2049.187607,-0.195613,2508.014407,4.052513,2579.693583,1.931034
load_25_q,2049.187607,-0.195613,2508.014407,4.052513,2579.693583,1.931034
load_29_p,2075.806786,-0.176416,2496.764347,4.058500,2573.842501,1.942965
load_29_q,2075.806786,-0.176416,2496.764347,4.058500,2573.842501,1.942965
load_30_p,2038.880333,-0.194550,2508.349832,4.051018,2577.651708,1.932632
load_30_q,2038.880333,-0.194550,2508.349832,4.051018,2577.651708,1.932632
node_1,2187.871224,-0.154634,2482.722054,4.090743,2553.985635,1.960027
node_2,2095.325083,-0.171631,2491.173846,4.062932,2568.971628,1.946147
node_3,0.000000,0.000000,2480.368205,4.061383,2567.004233,1.946339
node_4,0.000000,0.000000,2478.404252,4.060739,2564.763539,1.946687
node_5,2075.793898,-0.176422,2496.769969,4.058502,2573.847942,1.942967
node_6,2038.867562,-0.194568,2508.364874,4.051023,2577.678062,1.932637
node_7,2049.301652,-0.194943,2508.269646,4.052814,2580.218072,1.931460
node_8,2035.786049,-0.194866,0.000000,0.000000,2575.474885,1.931965
node_9,0.000000,0.000000,0.000000,0.000000,2573.275722,1.930869
node_10,2029.921054,-0.193521,0.000000,0.000000,0.000000,0.000000
node_11,2038.862887,-0.194559,2508.360692,4.051022,2577.662281,1.932636
node_12,2034.796283,-0.198870,2509.999329,4.051372,2576.031819,1.931800
node_13,2091.233530,-0.172174,2491.263516,4.062238,2567.479953,1.946490
node_14,2057.864979,-0.180176,2469.378714,4.058272,2546.257033,1.942758
node_15,2091.234336,-0.172175,2491.262797,4.062237,2567.480078,1.946489
node_16,2034.792983,-0.198873,2510.004721,4.051374,2576.028702,1.931798
node_17,2049.297003,-0.194947,2508.269159,4.052813,2580.215860,1.931458
node_18,2091.242511,-0.172142,2491.537653,4.062239,2567.646193,1.946550
node_19,2090.131900,-0.172736,2491.255330,4.061760,2566.868580,1.946227
node_20,2092.394970,-0.171386,2493.194837,4.062728,2569.255038,1.947174
inv_20_meter,2092.394970,-0.171386,2493.194837,4.062728,2569.255038,1.947174
node_21,2035.969279,-0.198621,2508.792539,4.051633,2576.627052,1.931508
node_22,2034.805436,-0.199262,2508.554089,4.051152,2575.849623,1.931203
node_23,2043.018989,-0.196731,2502.974774,4.053418,2580.398584,1.930364
inv_23_meter,2043.018989,-0.196731,2502.974774,4.053418,2580.398584,1.930364
node_24,2050.340428,-0.194984,2508.260078,4.052992,2580.470058,1.931340
node_25,2049.187607,-0.195613,2508.014407,4.052513,2579.693583,1.931034
node_26,2056.710986,-0.194543,2508.463208,4.054368,2582.517836,1.931059
inv_26_meter,2056.710986,-0.194543,2508.463208,4.054368,2582.517836,1.931059
node_27,2075.800342,-0.176419,2496.767158,4.058501,2573.845222,1.942966
node_28,2038.871610,-0.194555,2508.355262,4.051020,2577.656995,1.932634
node_29,2075.806786,-0.176416,2496.764347,4.058500,2573.842501,1.942965
inv_29_meter,2075.806786,-0.176416,2496.764347,4.058500,2573.842501,1.942965
node_30,2038.880333,-0.194550,2508.349832,4.051018,2577.651708,1.932632
inv_30_meter,2038.880333,-0.194550,2508.349832,4.051018,2577.651708,1.932632
