# output/output_voltage.csv run at 2001-08-01 12:00:00 PDT on 123 powerflow objects (not all are nodes)
node_name,voltA_mag,voltA_angle,voltB_mag,voltB_angle,voltC_mag,voltC_angle
source_equivalence,2497.848205,0.000000,2497.848205,4.188790,2497.848205,2.094395
node_0,2468.515756,-0.018174,2500.529314,4.175558,2492.116448,2.075368
load_3_p,0.000000,0.000000,2505.318252,4.153151,2469.193966,2.060586
load_3_q,0.000000,0.000000,2505.318252,4.153151,2469.193966,2.060586
load_4_p,0.000000,0.000000,2503.373850,4.152538,2466.822935,2.060952
load_4_q,0.000000,0.000000,2503.373850,4.152538,2466.822935,2.060952
load_5_p,2387.080935,-0.041277,2524.153190,4.151676,2467.579996,2.057153
load_5_q,2387.080935,-0.041277,2524.153190,4.151676,2467.579996,2.057153
load_6_p,2367.372947,-0.059922,2539.940626,4.149385,2440.867895,2.046536
load_6_q,2367.372947,-0.059922,2539.940626,4.149385,2440.867895,2.046536
load_9_p,0.000000,0.000000,0.000000,0.000000,2436.198111,2.044476
load_9_q,0.000000,0.000000,0.000000,0.000000,2436.198111,2.044476
load_10_p,2359.863285,-0.059135,0.000000,0.000000,0.000000,0.000000
load_10_q,2359.863285,-0.059135,0.000000,0.000000,0.000000,0.000000
load_11_p,2367.367669,-0.059915,2539.935243,4.149383,2440.858559,2.046538
load_11_q,2367.367669,-0.059915,2539.935243,4.149383,2440.858559,2.046538
load_12_p,2362.076377,-0.063307,2543.922537,4.148623,2437.751118,2.047172
load_12_q,2362.076377,-0.063307,2543.922537,4.148623,2437.751118,2.047172
load_14_p,2369.190174,-0.042576,2493.430537,4.150361,2447.795188,2.056451
load_14_q,2369.190174,-0.042576,2493.430537,4.150361,2447.795188,2.056451
load_19_p,2397.366681,-0.036887,2514.787487,4.153837,2469.257663,2.060106
load_19_q,2397.366681,-0.036887,2514.787487,4.153837,2469.257663,2.060106
load_22_p,2362.096151,-0.063804,2543.314630,4.148427,2436.595192,2.046696
load_22_q,2362.096151,-0.063804,2543.314630,4.148427,2436.595192,2.046696
load_25_p,2379.619800,-0.061668,2539.459298,4.151700,2437.639363,2.045159
load_25_q,2379.619800,-0.061668,2539.459298,4.151700,2437.639363,2.045159
load_29_p,2387.093212,-0.041271,2524.144406,4.151673,2467.571014,2.057150
load_29_q,2387.093212,-0.041271,2524.144406,4.151673,2467.571014,2.057150
load_30_p,2367.380411,-0.059910,2539.929102,4.149380,2440.852172,2.046536
load_30_q,2367.380411,-0.059910,2539.929102,4.149380,2440.852172,2.046536
node_1,2468.515756,-0.018174,2500.529314,4.175558,2492.116448,2.075368
node_2,2401.253431,-0.036171,2516.016055,4.154639,2471.418778,2.060390
node_3,0.000000,0.000000,2505.318252,4.153151,2469.193966,2.060586
node_4,0.000000,0.000000,2503.373850,4.152538,2466.822935,2.060952
node_5,2387.080935,-0.041277,2524.153190,4.151676,2467.579996,2.057153
node_6,2367.372947,-0.059922,2539.940626,4.149385,2440.867895,2.046536
node_7,2379.290589,-0.061120,2539.891465,4.151877,2438.678892,2.045676
node_8,2364.907859,-0.060131,0.000000,0.000000,2438.521204,2.045699
node_9,0.000000,0.000000,0.000000,0.000000,2436.198111,2.044476
node_10,2359.863285,-0.059135,0.000000,0.000000,0.000000,0.000000
node_11,2367.367669,-0.059915,2539.935243,4.149383,2440.858559,2.046538
node_12,2362.076377,-0.063307,2543.922537,4.148623,2437.751118,2.047172
node_13,2398.159797,-0.036515,2515.103867,4.154252,2469.873308,2.060487
node_14,2369.190174,-0.042576,2493.430537,4.150361,2447.795188,2.056451
node_15,2398.160401,-0.036516,2515.103895,4.154251,2469.873382,2.060486
node_16,2362.073433,-0.063309,2543.924314,4.148623,2437.752774,2.047172
node_17,2379.285339,-0.061123,2539.891642,4.151877,2438.679075,2.045675
node_18,2398.211016,-0.036475,2515.239805,4.154270,2470.061844,2.060530
node_19,2397.366681,-0.036887,2514.787487,4.153837,2469.257663,2.060106
node_20,2399.309100,-0.035857,2516.372260,4.154797,2471.809079,2.061174
inv_20_meter,2399.309100,-0.035857,2516.372260,4.154797,2471.809079,2.061174
node_21,2362.960764,-0.063370,2543.736808,4.148852,2437.417792,2.047125
node_22,2362.096151,-0.063804,2543.314630,4.148427,2436.595192,2.046696
node_23,2368.262297,-0.063241,2543.225141,4.150420,2436.565763,2.047318
inv_23_meter,2368.262297,-0.063241,2543.225141,4.150420,2436.565763,2.047318
node_24,2380.477291,-0.061242,2539.887594,4.152126,2438.460274,2.045589
node_25,2379.619800,-0.061668,2539.459298,4.151700,2437.639363,2.045159
node_26,2387.294876,-0.061411,2540.299823,4.153798,2438.187452,2.045589
inv_26_meter,2387.294876,-0.061411,2540.299823,4.153798,2438.187452,2.045589
node_27,2387.087074,-0.041274,2524.148798,4.151675,2467.575505,2.057151
node_28,2367.374040,-0.059913,2539.932172,4.149382,2440.855365,2.046537
node_29,2387.093212,-0.041271,2524.144406,4.151673,2467.571014,2.057150
inv_29_meter,2387.093212,-0.041271,2524.144406,4.151673,2467.571014,2.057150
node_30,2367.380411,-0.059910,2539.929102,4.149380,2440.852172,2.046536
inv_30_meter,2367.380411,-0.059910,2539.929102,4.149380,2440.852172,2.046536
