# output/output_current.csv run at 2001-08-01 12:00:00 PDT on 123 links
link_name,currA_real,currA_imag,currB_real,currB_imag,currC_real,currC_imag
sw_fault,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
sw_0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
oh_line_source_equivalence_post_fault,216.919268,-179.766947,-172.512744,-87.634311,37.056291,293.963588
oh_line_1_2,216.919268,-179.766947,-172.512744,-87.634311,37.056291,293.963588
oh_line_2_3,0.000000,0.000000,-61.271978,-40.485672,21.057513,27.107789
oh_line_3_4,0.000000,0.000000,-18.787842,-26.496706,21.057513,27.107789
oh_line_2_5,196.559359,-144.866176,-81.650871,-49.811184,-3.343112,241.900430
oh_line_5_6,194.260847,-143.034439,-71.927807,-45.346325,-6.328023,221.813019
oh_line_6_7,-12.260832,-4.951558,0.944085,12.218369,10.572894,-8.180647
oh_line_17_24,-12.260832,-4.951558,0.944085,12.218369,10.572894,-8.180647
oh_line_24_25,21.293441,-10.342873,-17.330394,-13.417808,-1.820445,23.863259
oh_line_24_26,-33.554273,5.391315,18.274479,25.636177,12.393339,-32.043906
oh_line_6_8,25.622498,-23.950961,0.000000,0.000000,-18.215718,34.835379
oh_line_8_9,0.000000,0.000000,0.000000,0.000000,-18.215718,34.835379
oh_line_8_10,25.622498,-23.950961,0.000000,0.000000,0.000000,0.000000
oh_line_11_12,96.887691,-20.612772,16.508692,-16.476699,-10.761989,54.863838
oh_line_16_21,-12.317765,-4.932671,0.965032,12.197492,10.580530,-8.192080
oh_line_21_22,21.336237,-10.441860,-17.327599,-13.365181,-1.814311,23.887266
oh_line_21_23,-33.654001,5.509189,18.292631,25.562673,12.394841,-32.079346
oh_line_2_13,20.359909,-34.900771,-29.589895,2.662544,19.341889,24.955369
oh_line_13_14,32.292119,-29.727673,-30.500928,-9.632578,8.881811,32.789332
oh_line_15_18,-11.932210,-5.173099,0.911033,12.295122,10.460079,-7.833963
oh_line_18_19,21.196039,-9.636898,-17.394197,-13.552882,-2.149907,23.296004
oh_line_18_20,-33.128249,4.463799,18.305230,25.848005,12.609986,-31.129967
switch_7_17,-12.260832,-4.951558,0.944085,12.218369,10.572894,-8.180647
switch_6_11,101.625244,-49.982955,16.508692,-16.476699,-15.690797,84.533351
switch_12_16,-12.317765,-4.932671,0.965032,12.197492,10.580530,-8.192080
switch_13_15,-11.932210,-5.173099,0.911033,12.295122,10.460079,-7.833963
switch_5_27,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
switch_27_29,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
switch_11_28,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
switch_28_30,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
